002,2021-09-01 17:58:11,250,-273.15,2
022,2021-09-01 17:58:12,"25
",-273.15,2
002,2021-09-01 17:58:37,164,-273.15,2
111,2021-09-01 17:59:08,299,-273.15,2
222,2021-09-01 19:25:15,"25
",25.450000000000045,2
002,2021-09-01 19:26:13,"26
",25.450000000000045,2
002,2021-09-01 19:29:14,"28
",25.450000000000045,2
111,2021-09-01 20:10:23,"16
",25.450000000000045,2
002,2021-09-01 20:35:14,"54
",26.450000000000045,2
002,2021-09-01 21:13:15,"34
",26.450000000000045,2
111,2021-09-01 21:17:09,"10
",26.450000000000045,2
022,2021-09-01 21:17:11,"1

",26.450000000000045,2
111,2021-09-01 21:59:10,"30
",26.450000000000045,2
111,2021-09-01 22:23:10,"16
",26.450000000000045,2
111,2021-09-01 22:31:09,"11
",26.450000000000045,2
111,2021-09-01 23:02:09,"68
",26.450000000000045,2
222,2021-09-01 23:02:13,"16
",26.450000000000045,2
002,2021-09-01 23:06:12,"18
",26.450000000000045,2
111,2021-09-01 23:15:10,"64
",26.450000000000045,2
002,2021-09-01 23:15:11,"14
",26.450000000000045,2
111,2021-09-01 23:18:09,"62
",26.450000000000045,2
222,2021-09-01 23:18:12,"15
",26.450000000000045,2
111,2021-09-01 23:28:11,"73
",26.450000000000045,2
111,2021-09-01 23:41:09,"74
",26.450000000000045,2
